3969,354,1
3970,6666669,1
7636,31,5
10561,90,5
10561,4965,5
10561,7840,5
10561,866,5
10561,184,5
10561,158,5
10561,416,5
10561,373,5
10561,1938,5
10561,386,5
10561,266,5
162,1847,4
10561,4,5
10561,10,5
10561,189,5
10561,464,3
10561,13,4
10561,43,5
10561,8,5
10561,15,5
10561,37,5
10561,80,5
10561,103,5
10561,54,5
10561,117,5
10561,89,5
10561,229,5
10561,26,5
10561,29,4
10561,65,5
10561,59,5
10561,97,5
10561,289,5
10561,265,5
10561,219,5
10561,119,5
10561,194,5
10561,129,5
10561,157,5
10561,168,5
10561,198,5
10561,71,5
10561,514,5
10561,181,5
10561,9,5
10561,130,5
10561,992,5
10561,19,5
10561,512,5
10561,271,5
10561,339,5
10561,161,5
10561,606,5
10561,496,5
10561,646,5
10561,561,5
10561,444,5
10561,346,5
10561,155,5
10561,736,5
10561,518,5
10561,391,5
10561,826,5
10561,77,5
10561,364,5
10561,148,5
10561,251,5
10561,293,5
10561,704,5
10561,200,5
10561,540,5
10561,701,5
10561,375,5
10561,335,5
6911,3805,4
10561,529,5
10561,1133,5
10561,650,5
10561,358,5
10561,762,5
10561,994,5
10561,136,5
10561,877,5
10561,639,5
10561,245,5
10561,298,5
10561,672,5
10561,770,5
10561,577,5
10561,123,5
10561,425,5
10561,820,5
10561,86,5
10561,637,5
10561,409,5
10561,941,5
10561,767,5
10561,2089,5
10561,402,5
10561,545,5
10561,420,4
10561,683,5
10561,1741,5
10561,6334,5
10561,5446,5
10561,343,5
10561,626,5
10561,594,5
10561,1488,5
10561,1707,5
10561,9265,5
10561,2480,5
10561,381,5
10561,257,5
10561,953,5
10561,6063,5
10561,3090,5
10561,618,5
10561,497,5
10561,2481,5
10034,9478,4
10561,1274,5
4414,3945,3
10561,6590,5
10561,975,5
10561,1641,5
10561,5003,5
10561,3363,5
10561,1222,5
10561,6932,5
10561,120,5
10561,9006,5
10561,2315,5
10561,608,5
10561,798,5
10561,2361,5
10561,1555,5
10561,726,5
10561,454,5
10561,1447,5
10561,2015,5
10561,2750,5
10561,227,5
10561,7611,5
10561,553,5
10561,706,5
10561,699,5
123,2383,3
10561,972,5
10561,93,5
9643,246,4
9643,449,4
10561,1493,5
7674,1694,5
7674,1821,5
10561,863,5
10561,844,5
10561,8455,5
10561,818,5
2666,291,3
10561,4716,5
10561,999,5
10561,601,5
10561,1772,5
10561,9647,5
10561,5580,5
10561,9665,5
10417,1003,3
10417,1235,4
10417,2226,5
10417,6857,5
10393,1749,4
10417,8623,4
10417,4661,4
4524,957,5
10309,2578,3
10309,490,4
10417,4103,3
10309,173,3
10309,621,5
10309,1970,3
10309,1365,4
10309,2809,3
1961,2290,2
10309,8289,4
10309,1797,2
10561,4890,5
10309,3,2
10561,296,5
10309,15,4
10561,728,5
10309,102,3
10309,87,3
10561,6724,5
10028,859,5
10561,6409,5
10028,1412,3
10561,6395,5
10028,1429,3
10561,3303,5
10561,3743,5
10309,157,4
10309,181,4
10309,130,3
10309,154,5
10309,162,5
10309,116,3
10309,311,4
10309,646,4
10309,427,4
10309,387,4
10309,961,3
10309,391,5
10309,304,3
10309,515,4
10309,364,5
10309,53,3
10309,714,5
10309,251,4
10309,819,3
10309,386,3
10309,176,3
10309,1435,4
10309,200,4
10309,546,4
10309,248,4
10309,82,5
10309,3964,4
10309,650,2
10309,358,4
10309,651,4
